image_id,image_name,camera_id,qvec_w,qvec_x,qvec_y,qvec_z,tvec_x,tvec_y,tvec_z
14,frame_000014.jpg,1,0.008397028435440402,-0.1148519207361975,0.9877907953554084,0.10491840080648511,0.3465913322823968,-0.568560806263031,5.109495168238591
15,frame_000015.jpg,1,-0.07115490391331881,-0.10162399046563202,0.9832325543231757,0.13365361323230726,1.1592591127200238,-0.7704984326868317,4.920972170775919
16,frame_000016.jpg,1,-0.10862313876215003,-0.1061588031948902,0.9781439001609823,0.1420064534010676,1.5304390744198588,-0.79451667926412,4.778475213887166
17,frame_000017.jpg,1,-0.13529906443884146,-0.11821317006183828,0.9732212196192094,0.1433885186087219,1.7906966442116212,-0.7390191758361819,4.657101643399648
18,frame_000018.jpg,1,-0.1708022927173931,-0.11627582324689634,0.9670646504153118,0.14863536472807995,2.1229675846249414,-0.7372644447456901,4.477677524447895
19,frame_000019.jpg,1,-0.22897090159248418,-0.10691180009948753,0.9567028533603096,0.1444362959773422,2.624355881152662,-0.6287372418441717,4.1717681650418115
20,frame_000020.jpg,1,-0.28166481746913224,-0.10243876404745002,0.9403602813927477,0.16091541691044872,3.07325907648788,-0.7086960870242484,3.7962878748299635
21,frame_000021.jpg,1,-0.2964345662462008,-0.1054443215457686,0.9365421247481154,0.15458619459856274,3.198893738078894,-0.6129705669366146,3.686386336555851
22,frame_000022.jpg,1,-0.2718982372492529,-0.10629650169888648,0.9410427508827642,0.1709120923701045,3.021312664180205,-0.7850056890167241,3.7626136859779393
23,frame_000023.jpg,1,-0.24235669650740665,-0.10043973431514043,0.9479959463662312,0.18021869243204092,2.782497559770397,-0.9294559715224949,3.866398059751383
24,frame_000024.jpg,1,-0.21880440245276592,-0.0868448835118153,0.9564638676414748,0.17250933183865352,2.5649610886813314,-0.9258579007967281,3.9631473899270135
25,frame_000025.jpg,1,-0.18937417744954624,-0.0783997766955985,0.963022902033379,0.17486505107824385,2.308069277380476,-1.000268021002916,4.056633547689467
26,frame_000026.jpg,1,-0.09964856855043741,-0.09681744938352259,0.9785628755922884,0.15202382311095014,1.5121966165159368,-0.8480803953072439,4.392337283605097
27,frame_000027.jpg,1,0.01643068196411174,-0.09479544202521639,0.9856281287877886,0.13885621557467465,0.4283917679479799,-0.8509063930252545,4.570717129462296
28,frame_000028.jpg,1,0.09462638653727018,-0.08790883343143387,0.9840519631467483,0.12230951640266756,-0.3222568106245581,-0.7693015867957266,4.544858065688525
29,frame_000029.jpg,1,0.15778309490557518,-0.06522538858018215,0.9781478652211191,0.11864610153709246,-0.9185180047496072,-0.763171068848587,4.412944944982645
30,frame_000030.jpg,1,0.2165711768362091,-0.061746411237688544,0.9685821441506977,0.10551272954237718,-1.4522858471180629,-0.6654300557701692,4.238978652873055
31,frame_000031.jpg,1,0.30589459269577596,-0.07436113171071732,0.9448268629094441,0.09056003188429927,-2.209178317659187,-0.5850750016433394,3.8566616258184383
32,frame_000032.jpg,1,0.36833864180202763,-0.07336882275084175,0.9232380081273225,0.08108786069867253,-2.7100176425674096,-0.5261297236880612,3.4862182966262263
33,frame_000033.jpg,1,0.40222632419577936,-0.06629782022810146,0.9106318592372652,0.06758846128619726,-2.97884366553213,-0.3983238802978007,3.243291387710692
34,frame_000034.jpg,1,0.406534313202074,-0.07003076179725093,0.9082644489991095,0.06986583768737549,-3.01145723753636,-0.4234504203495369,3.1719413784256316
35,frame_000035.jpg,1,0.41197281771949795,-0.08224483841214361,0.9047655591207461,0.07009612716649538,-3.0390407814261873,-0.4601443715789708,3.09309397490468
36,frame_000036.jpg,1,0.4262374568988692,-0.07964989244045952,0.8982955534797358,0.07101143266505047,-3.129468274665036,-0.45814869454325235,2.9538332042488435
37,frame_000037.jpg,1,0.42537166207847327,-0.07802318162915675,0.8990281335412653,0.0687004172503313,-3.1315032161344365,-0.4311127772175409,2.9232448148823638
38,frame_000038.jpg,1,0.41403273053141554,-0.07645789839167474,0.9041021734795766,0.07300923045570587,-3.064989537879367,-0.44778336064128094,2.9587435144795773
39,frame_000039.jpg,1,0.3936168955981562,-0.07339345493569498,0.9129469925027404,0.07878406661548897,-2.9268885813410597,-0.4720850556387778,3.0478728269952433
40,frame_000040.jpg,1,0.38820285095508694,-0.08506329166708809,0.9143427730304899,0.07771792797042719,-2.882997148001549,-0.4876754446848479,3.039326009094349
41,frame_000041.jpg,1,0.3586274517415297,-0.08715970865598321,0.9252665292235566,0.08758644839799411,-2.6736161587866096,-0.5511536023127994,3.1701398565813963
42,frame_000042.jpg,1,0.2970372300918926,-0.09172332094773306,0.9466975846883802,0.08437653393475317,-2.2422393419832907,-0.4999469487902705,3.4603795945418288
43,frame_000043.jpg,1,0.22722386083902477,-0.09404123990790518,0.9644037222724489,0.09721637068434906,-1.714328201376058,-0.5585790915456119,3.706939698448848
44,frame_000044.jpg,1,0.17886577096372677,-0.09416088354506438,0.9739700747231507,0.10258195519361597,-1.3337852522907472,-0.5695680359761852,3.822088205411217
45,frame_000045.jpg,1,0.13331989257311705,-0.09723273588249343,0.9804168237291874,0.10749164184191055,-0.9660140251699056,-0.5749271787800261,3.8883707441534034
46,frame_000046.jpg,1,0.08968741952368672,-0.10122978628201332,0.9842282870257225,0.11403234702001111,-0.6179978119683393,-0.5948075988779471,3.9154592178698957
47,frame_000047.jpg,1,0.061183477689411535,-0.09830445652251356,0.9860709494619163,0.119402255057924,-0.40128056314779903,-0.60827829284239,3.9029691708478382
48,frame_000048.jpg,1,0.014666809917666163,-0.09542791412907725,0.9871227960189314,0.1275420850997018,-0.03686967742489175,-0.6300987308440579,3.8798935732769073
49,frame_000049.jpg,1,-0.015009556055067869,-0.10525922778004097,0.9867583601886631,0.12248733318984417,0.19320003007204634,-0.5622483565834272,3.8452596307475875
50,frame_000050.jpg,1,-0.03335893034111233,-0.10070425519726611,0.9856473387741448,0.1313208221079466,0.3441569589916521,-0.6073600132126253,3.781779737395116
51,frame_000051.jpg,1,-0.053860978880279076,-0.0983634946409209,0.9845842474534953,0.13422919780181342,0.498803027499157,-0.610740907567919,3.7200402366050938
52,frame_000052.jpg,1,-0.08506717019470934,-0.09162137529032835,0.982699949613387,0.1366378760623118,0.7229050430766781,-0.5969528699505485,3.63535446331338
53,frame_000053.jpg,1,-0.11834997968926038,-0.09068699941664153,0.9785241272237597,0.1423365128325727,0.970391173018016,-0.6069575850870078,3.5295882691120117
54,frame_000054.jpg,1,-0.12840524567387784,-0.10302447488520429,0.9769698795035621,0.1357494198914106,1.0492471281271287,-0.5315382088020648,3.4766114539447868
55,frame_000055.jpg,1,-0.14154868125690157,-0.11204716468252977,0.9744177812260827,0.13386333086949562,1.1475808068931352,-0.48909617139945694,3.4101566080475783
56,frame_000056.jpg,1,-0.159554720951876,-0.10347170029606446,0.9722190461154328,0.13647719454256263,1.2715379590689475,-0.4995705180348267,3.320784360624839
57,frame_000057.jpg,1,-0.16235494847991927,-0.09543239715491497,0.9705413116339638,0.1502767137289552,1.294896962127896,-0.5913763278905699,3.2448726179510783
58,frame_000058.jpg,1,-0.14315890675684853,-0.09916389922759632,0.9739127174666755,0.14548562562273473,1.1689654327404222,-0.5643799802742693,3.2549482872224966
59,frame_000059.jpg,1,-0.09380508156994556,-0.10302755081366975,0.9797831242024109,0.1435651767426756,0.8438793604582836,-0.5810527066535115,3.297647002746697
60,frame_000060.jpg,1,-0.06013236343488823,-0.09770183154723817,0.9831706049424436,0.14217599149349772,0.6150780706442386,-0.5957031096061935,3.2981749852686364
61,frame_000061.jpg,1,-0.0324904215435103,-0.07922270654940444,0.9876297418302715,0.13136068029354664,0.40950651581284675,-0.5436352937580583,3.290674759417583
62,frame_000062.jpg,1,0.017024718673864393,-0.08306718391148027,0.988120728019308,0.12816953136250853,0.07217635178143833,-0.5437166757848932,3.259164605292026
63,frame_000063.jpg,1,0.08597081137686906,-0.08524184312354205,0.985496754653755,0.1189075032915127,-0.38223039708446627,-0.5147664343218846,3.1878005216273597
64,frame_000064.jpg,1,0.16819058570815332,-0.09029227737009904,0.9755699272756075,0.10873154336224267,-0.9048943768903523,-0.4839167770001157,3.0288564172691124
65,frame_000065.jpg,1,0.2130484243077658,-0.08596980615309355,0.9689590814502632,0.09131188205836051,-1.193044582562038,-0.3871368007735668,2.8973035952510053
66,frame_000066.jpg,1,0.256895051471184,-0.07418876433804086,0.9594899099812314,0.08876977199374311,-1.4583674770778265,-0.36506632702612946,2.7296019781326892
67,frame_000067.jpg,1,0.30628413061231785,-0.07692178209159285,0.9457075494723192,0.0768784862362116,-1.735566628602114,-0.30846566783675006,2.516699028173003
68,frame_000068.jpg,1,0.3534919848585107,-0.09987364662426856,0.9284112144993962,0.05586848971036554,-1.9773318668767015,-0.2396905746270689,2.289258497221783
69,frame_000069.jpg,1,0.38629296953644177,-0.10278776350847305,0.91566365921375,0.042100837936190696,-2.134688887572041,-0.178940366551086,2.0978259432125244
70,frame_000070.jpg,1,0.4030713601094481,-0.10115872494543877,0.9089211244252385,0.03409956891945687,-2.215449803081743,-0.13777372180708095,1.9760837600858778
71,frame_000071.jpg,1,0.40868644009020655,-0.0966888125747822,0.906900990764302,0.03401852671707438,-2.237727805689283,-0.12353903411046577,1.90408030616131
72,frame_000072.jpg,1,0.4181629774354369,-0.10323246860884729,0.9016387838888389,0.03911885881143758,-2.2645890328334923,-0.17144265573721632,1.8124241217674473
73,frame_000073.jpg,1,0.43451445407009076,-0.08274238306250362,0.8954597862137815,0.05002657816878649,-2.3129944699513274,-0.17345331109001214,1.6883998989565139
74,frame_000074.jpg,1,0.4303101173772128,-0.08376031698545455,0.8970248402032966,0.05624809543047415,-2.291212638580543,-0.20531452216060736,1.6623718008153698
75,frame_000075.jpg,1,0.4105313990951601,-0.08323872784234031,0.9064228579489171,0.05415613660404994,-2.2667161206448196,-0.1966810155182294,1.823986905570965
76,frame_000076.jpg,1,0.3822317024363889,-0.07801164873612244,0.9182822183288941,0.0676082525659189,-2.1458561796644307,-0.23847418681035967,1.907929973124732
77,frame_000077.jpg,1,0.3625129523759571,-0.09456370280783608,0.9242106530498678,0.07400496105042798,-2.0499563330004458,-0.3008103454663981,1.9410245508539137
78,frame_000078.jpg,1,0.32424795046403654,-0.10487236944472939,0.9372763947518519,0.07333493429390028,-1.883949319742887,-0.2998520990197468,2.058117257521731
79,frame_000079.jpg,1,0.2769264057244766,-0.10895603165255016,0.951793428960481,0.07436139836434671,-1.6746655709760112,-0.2919479720103484,2.192223357802887
80,frame_000080.jpg,1,0.22155301255333493,-0.09734742523953949,0.9669742614636433,0.07999074380586599,-1.4251146545271514,-0.26880034221607935,2.325481463218992
81,frame_000081.jpg,1,0.18849737186992113,-0.08889767796298217,0.9735402240767411,0.09373033530043112,-1.2658536646390295,-0.31096424703441156,2.3629439722497616
82,frame_000082.jpg,1,0.18422466972327917,-0.09506858753567889,0.9732624006291649,0.0989117498120143,-1.2422193951580702,-0.3381030683390738,2.321562315226644
83,frame_000083.jpg,1,0.15438900368277317,-0.10390244459492294,0.9777620999376819,0.0966932959128721,-1.1016758177213821,-0.32526732643923406,2.352894998691095
84,frame_000084.jpg,1,0.09413561428075452,-0.11225779822529411,0.984774912570315,0.09356839441671956,-0.8179580632296273,-0.2923770134318807,2.4301336705060734
85,frame_000085.jpg,1,0.013951753830635134,-0.10637270908197567,0.9881701104168666,0.10959027423238014,-0.4220807230080181,-0.32228850534513714,2.481008324536879
86,frame_000086.jpg,1,-0.03473972396335894,-0.10673657094621553,0.9868713542591143,0.11612659533618899,-0.17758585394273144,-0.33105777787285956,2.4669792004939937
87,frame_000087.jpg,1,-0.06528067240502855,-0.10942184643308002,0.9844996876021245,0.1205224395904848,-0.024620129624713754,-0.3315197767624336,2.4264253622884575
88,frame_000088.jpg,1,-0.09710327065232074,-0.1047919407830824,0.9812540306983863,0.12934500846073388,0.12878586071690068,-0.3531087731236569,2.371616739426885
89,frame_000089.jpg,1,-0.13032198049272606,-0.09593143909351953,0.977929477677583,0.13216382668169743,0.2760289547564742,-0.34182596933697085,2.3175556749180646
90,frame_000090.jpg,1,-0.15796316869172122,-0.09197899873643241,0.9720391737428146,0.14740198722439446,0.40822049074237465,-0.39592022389188536,2.2439069077194223
91,frame_000091.jpg,1,-0.1595722401764501,-0.10119899496809508,0.9714397986525515,0.14352763210060668,0.4227863741313797,-0.3722922889436322,2.2039593755875333
92,frame_000092.jpg,1,-0.14660432199290738,-0.09167772287772588,0.9732159515132952,0.1515027379984477,0.36817076518579495,-0.40269548230030094,2.1614188267830876
93,frame_000093.jpg,1,-0.14097234112995363,-0.08840237841381479,0.9764364032068559,0.13741822666436637,0.3355136704297092,-0.33622453437855077,2.1358246623306036
94,frame_000094.jpg,1,-0.13041094851660825,-0.08668535203991132,0.976806599617092,0.14603938233644095,0.2790636481358078,-0.36731775470923855,2.084395394791928
95,frame_000095.jpg,1,-0.11563420945977282,-0.08878383931593943,0.9795999278472113,0.1383117523592032,0.21683536044715057,-0.3338189734454868,2.0510015215788764
96,frame_000096.jpg,1,-0.08848212179230427,-0.10290671615017923,0.9820592176478785,0.13092293506928182,0.10800004395522367,-0.3081393328606166,2.014444802307334
97,frame_000097.jpg,1,-0.07274011417704994,-0.10736148129587351,0.9825962619749898,0.13299238352718845,0.048751269982087,-0.3174234326070269,1.9650251979884885
98,frame_000098.jpg,1,-0.07213060671821135,-0.09461509072252133,0.9847693557027081,0.12678515784943026,0.03990237456383403,-0.2825725395962857,1.923883199287962
99,frame_000099.jpg,1,-0.053245374830141884,-0.09422617565772969,0.9852862108571125,0.13227789148209862,-0.031516041869039155,-0.30254810893270784,1.8714481768304958
100,frame_000100.jpg,1,-0.027003515455903942,-0.10609131031526287,0.9858131436866262,0.12723163821669783,-0.12178561362169114,-0.2914829818510168,1.8226509033835612
101,frame_000101.jpg,1,0.005526352298182039,-0.10410861898467305,0.9863273598162042,0.12762912740192414,-0.23018442039464573,-0.29407996916981266,1.7612608166783796
102,frame_000102.jpg,1,0.02750634941308689,-0.0989497172925122,0.9870486404149132,0.12323690861413399,-0.31043061278967954,-0.27749311355597167,1.704528487720027
103,frame_000103.jpg,1,0.05716102725098201,-0.09087538811740117,0.9866024066384229,0.12284124719896126,-0.4207306322497724,-0.26918544013817486,1.641555603630162
104,frame_000104.jpg,1,0.12470358538212777,-0.09545611266791759,0.9813023615413318,0.11127812714355798,-0.6486615499757342,-0.24227226427239898,1.5185106798778292
105,frame_000105.jpg,1,0.19556233206061346,-0.10130039199437682,0.9712158610918686,0.09073784229515328,-0.8630031539967176,-0.18955515070572715,1.366739916990648
106,frame_000106.jpg,1,0.2707665999902833,-0.10147912380502908,0.9541646274069139,0.07718354466394267,-1.0613831906810043,-0.1593035521919261,1.1709308312905495
107,frame_000107.jpg,1,0.3034049096989215,-0.09372332308211978,0.9461731968843827,0.0625913810250339,-1.143703901900091,-0.11056052443696641,1.0543826481017688
108,frame_000108.jpg,1,0.34309817510353413,-0.08962571158460982,0.9334588936759551,0.053901464551891,-1.2288546270299299,-0.07967371731946042,0.9098427444667464
109,frame_000109.jpg,1,0.3715412069104258,-0.09122317503870762,0.9226268568174774,0.048940238888912094,-1.2707341400892656,-0.07076353245577857,0.7894823020017305
110,frame_000110.jpg,1,0.4029318959880238,-0.09226910451939795,0.9094059508580025,0.04596864247220414,-1.306093302060072,-0.06384430581787932,0.662842894282739
111,frame_000111.jpg,1,0.41530546868661217,-0.0825970026306022,0.9045254646574238,0.05032679824611584,-1.321531289405416,-0.05429565674262686,0.5912580066056438
112,frame_000112.jpg,1,0.4068137389874519,-0.07724376380601843,0.9093478049825625,0.040280917287530554,-1.3192220460281083,-0.01872729674567313,0.5777022648986276
113,frame_000113.jpg,1,0.40204739569206493,-0.07335799088144623,0.9108454896909803,0.057766691965736285,-1.3184114203338395,-0.04190693576313393,0.5488918083407786
114,frame_000114.jpg,1,0.3853301771005206,-0.08432340510998054,0.916569811895325,0.0656505741673918,-1.2975545236900135,-0.07493683150913676,0.5454140076047096
115,frame_000115.jpg,1,0.36968067040012587,-0.09619450960998824,0.921390770575774,0.07156721421984148,-1.2768634251552504,-0.1006829114168144,0.5437466647428958
116,frame_000116.jpg,1,0.342945169486783,-0.0872204787304383,0.9328983856285525,0.06694625387096417,-1.2557806458787182,-0.06948183880999156,0.5687626312495959
117,frame_000117.jpg,1,0.3132208419752082,-0.07943624137379181,0.9432941670699827,0.07601777476678849,-1.23205549314772,-0.06349940887191034,0.6079872354523144
118,frame_000118.jpg,1,0.2847784190386393,-0.07485687440479276,0.9521851063377247,0.0814937032709532,-1.2021312316401056,-0.059192883579092456,0.6292129636467642
119,frame_000119.jpg,1,0.27327970172576455,-0.10103718452492459,0.9533213548212878,0.07929745525335438,-1.1867886332621054,-0.09946970931897514,0.6060600881471344
120,frame_000120.jpg,1,0.2334110818413769,-0.10678350462235538,0.9631669475197208,0.08016221815636806,-1.1371640842980937,-0.1051595025602862,0.6607386854447429
121,frame_000121.jpg,1,0.15303346247949168,-0.10633266816646926,0.979333588762836,0.07861198994454918,-1.0313812400301743,-0.09375225309633528,0.7912760209021612
122,frame_000122.jpg,1,0.07149651914728773,-0.09327260202912468,0.9879042821772488,0.10116125106182124,-0.8957986796109358,-0.10542391012802932,0.9128344787478025
123,frame_000123.jpg,1,0.020456896319475323,-0.10000398794659601,0.9888402140539448,0.10851612256941331,-0.8013228586815699,-0.12698430894843965,0.9466561098463958
124,frame_000124.jpg,1,-0.0030832831258957296,-0.10423009670906061,0.9875815379968702,0.1175129189192483,-0.7530724644447007,-0.1444988585257831,0.935055266259497
125,frame_000125.jpg,1,-0.027215563072315395,-0.10020374746682585,0.9875569704398036,0.11810906932161626,-0.7116965847448913,-0.13376878256233565,0.9194804824594104
126,frame_000126.jpg,1,-0.05482499311297441,-0.09281787043271249,0.9867885229393866,0.12094409474464736,-0.6694212839327999,-0.1199473929244465,0.9086365211799713
127,frame_000127.jpg,1,-0.0835302034473642,-0.08801669179768941,0.9834812986470955,0.1343141924312352,-0.6145785000993621,-0.12970086778534148,0.8923379757533364
128,frame_000128.jpg,1,-0.06963199128182017,-0.09599040452562728,0.9854317270919121,0.12190791307288594,-0.6280547991619031,-0.1111388517490349,0.8239744721341064
129,frame_000129.jpg,1,-0.06134394601107677,-0.10334640378478809,0.9849908548380629,0.1238929255362224,-0.6357414916118032,-0.11873605663616825,0.7601452668798276
130,frame_000130.jpg,1,-0.07528337274991637,-0.08684319514558375,0.9871808955206802,0.11074544127543631,-0.6178302098820329,-0.0696234064843704,0.7243717912832242
131,frame_000131.jpg,1,-0.07184292974513336,-0.08889468189364538,0.9864007844666925,0.11810936194966591,-0.6202791133643035,-0.07490035205048273,0.6726758789078887
132,frame_000132.jpg,1,-0.040312477787563326,-0.09757309112653326,0.9881402858665184,0.11150413207713807,-0.6507665751711289,-0.07252045785337306,0.575478622644225
133,frame_000133.jpg,1,0.0029585087101499626,-0.09679956997294956,0.9882619190519222,0.1181502003006185,-0.6862012057251194,-0.06842776874246116,0.46733690048021304
134,frame_000134.jpg,1,0.0282378039645296,-0.09613307612382521,0.9882849761261183,0.11512542753722847,-0.7020238683688748,-0.06031746284302334,0.37380336138784004
135,frame_000135.jpg,1,0.037216305899179535,-0.09110410384211452,0.9874859134055746,0.12323376024410716,-0.702250217414168,-0.047741696129975496,0.30846666927690736
136,frame_000136.jpg,1,0.06288249445600337,-0.089345628580171,0.9866929705452759,0.12041649563554079,-0.7041874287815691,-0.03469009920351776,0.222844046596694
137,frame_000137.jpg,1,0.13521613968379623,-0.09644310676002213,0.9804517310640334,0.1054975155206397,-0.7107195841400824,-0.01858816541318435,0.06639550966209236
138,frame_000138.jpg,1,0.1854838045643534,-0.09639191451656302,0.9739641925638834,0.0877388663224392,-0.7043703346351158,-0.0022875774114197696,-0.04993019559431171
139,frame_000139.jpg,1,0.2262684202588236,-0.08957491457741733,0.9679812344048921,0.061573261339692424,-0.6904717654679166,0.02282349743470701,-0.1581210206478548
140,frame_000140.jpg,1,0.26378350714897736,-0.0935940696312377,0.9588117694496355,0.048357028971053866,-0.6668999574857021,0.023845974817984367,-0.25151894171208683
141,frame_000141.jpg,1,0.30925538115534024,-0.105696985626784,0.9442060089383126,0.04079545490198473,-0.6213557614683943,0.011761761974477411,-0.36043256050866795
142,frame_000142.jpg,1,0.3450137360722614,-0.10071425556328786,0.9317570552788346,0.05148738278362723,-0.57551916973325,0.02885579529460457,-0.444590472350236
143,frame_000143.jpg,1,0.360338072380233,-0.09486942009327747,0.9263462462791616,0.05512620727902478,-0.5550552419504073,0.04125733397390586,-0.503987046818045
144,frame_000144.jpg,1,0.3664734485121152,-0.08767384174034212,0.9247595450948234,0.053200495920083676,-0.5448485736679564,0.05868943844943062,-0.5583325550754679
145,frame_000145.jpg,1,0.36778932681701215,-0.08600484810058485,0.924272615131312,0.055265813130815813,-0.5375442335955187,0.06540309577172895,-0.5994067553006515
146,frame_000146.jpg,1,0.37137780425866035,-0.09423239755585842,0.9220550777088732,0.0548927629672134,-0.5201376367228567,0.05910045689573179,-0.6543419296117533
147,frame_000147.jpg,1,0.370039885201604,-0.09281480038495943,0.9220440311828776,0.06550344074560256,-0.5167668343229624,0.07465983074145444,-0.6933837050900317
148,frame_000148.jpg,1,0.3463285902584868,-0.08884538833560496,0.9314870219970339,0.0670442569662905,-0.5565439275533968,0.07923999764212812,-0.716298008200483
149,frame_000149.jpg,1,0.3268711840285452,-0.08385194842250701,0.9385866574073621,0.07196642504947276,-0.5977369089425417,0.09799051028043623,-0.7388633238124843
150,frame_000150.jpg,1,0.31122673563431535,-0.08846790868735152,0.943428067832223,0.07249019923584743,-0.6266943458717071,0.0906558193001255,-0.7671454184609636
151,frame_000151.jpg,1,0.3131874438818487,-0.09505499583625525,0.9419567884398037,0.0748036193876626,-0.628338087166708,0.09243644554151693,-0.8254584876758634
152,frame_000152.jpg,1,0.305190870746187,-0.09107625264609033,0.9446724648832086,0.07847026639825268,-0.6528081852683274,0.10475453111362494,-0.8568603517015293
153,frame_000153.jpg,1,0.27780052802782496,-0.07760196620051772,0.9542513539974269,0.07879819073654525,-0.7224087790372365,0.13129730658087452,-0.8635103788764072
154,frame_000154.jpg,1,0.26356043765859566,-0.0729809717418498,0.9575212452667481,0.09144800887739989,-0.7594933849168317,0.16002137704677755,-0.887150682347775
155,frame_000155.jpg,1,0.2669015197713849,-0.0944755568230223,0.9546953208538816,0.09162309886927553,-0.7574985818312068,0.12688833192364726,-0.9611475649802336
156,frame_000156.jpg,1,0.25880921270943874,-0.09843888191294323,0.956073903396947,0.09617831973878348,-0.7826200018604793,0.13132967106878662,-0.9893584201021415
157,frame_000157.jpg,1,0.2283924288704003,-0.09720741878652867,0.9647037821459234,0.08794446475412881,-0.855334655281524,0.11540323604419911,-0.982467906571729
158,frame_000158.jpg,1,0.18287153115023677,-0.09022043445093202,0.9734030348642968,0.10442608878642136,-0.9594810309009644,0.14893332751890312,-0.942296163195129
159,frame_000159.jpg,1,0.1240008970027534,-0.095716798658374,0.9814623718928924,0.11042501779706683,-1.067732447389899,0.1255511223935615,-0.8677102577191687
160,frame_000160.jpg,1,0.05792983362941178,-0.1105214449065317,0.9862386586820745,0.10845484181180566,-1.1701501786837725,0.07018089276904693,-0.7783214480834835
161,frame_000161.jpg,1,0.009618973610092809,-0.10667301473695076,0.9879644501141294,0.11160012806580723,-1.2426470791725686,0.06745774431728552,-0.7046676608983317
162,frame_000162.jpg,1,-0.054038890014627104,-0.09918865048318275,0.9870134936753281,0.1142180952569918,-1.3347154486635113,0.06906512208422604,-0.5912716262561337
163,frame_000163.jpg,1,-0.11811032889250142,-0.09515145036251435,0.9791113748107604,0.13541442840036688,-1.4055717405537556,0.08279005516863086,-0.45664829986094474
164,frame_000164.jpg,1,-0.11986764210017163,-0.1018133732877738,0.9784068842245565,0.1341109775488382,-1.3975471575824365,0.06860189926676033,-0.5020909489141114
165,frame_000165.jpg,1,-0.11812377412129946,-0.09899675182013673,0.9788237471588952,0.13472375111397994,-1.3882217971896218,0.08871975668235099,-0.5583353077868616
166,frame_000166.jpg,1,-0.12253971508921825,-0.08512984377259793,0.9813070731479464,0.12154569558366654,-1.3928782942874824,0.10979234500045075,-0.5998256209288642
167,frame_000167.jpg,1,-0.11856158331696187,-0.08782139908101416,0.9817335349104075,0.12012418264922327,-1.390877023642687,0.11173685580706293,-0.6635215598154345
168,frame_000168.jpg,1,-0.09807376973445144,-0.09993444543588097,0.9828805793980422,0.11975144653683995,-1.3544722038434045,0.09080276564528691,-0.7726151587041676
169,frame_000169.jpg,1,-0.056863174595027766,-0.10227478223033001,0.9857345750690877,0.12097022694894463,-1.2720869028375272,0.11639039301635677,-0.9389703430238437
170,frame_000170.jpg,1,-0.03208936929406683,-0.10924226093475285,0.9855022052588559,0.12578475358366922,-1.2175956041486344,0.12686922182584828,-1.055981918295051
171,frame_000171.jpg,1,-0.026679510800853106,-0.09049129279187167,0.9877921755913657,0.12396026570139156,-1.2042550306338033,0.1778344072151332,-1.1161301978194953
172,frame_000172.jpg,1,-0.011060217948715343,-0.0955739857060046,0.9880720817837667,0.12023662518005476,-1.159763979656817,0.1744426968144369,-1.20714231044893
173,frame_000173.jpg,1,0.036099803552033745,-0.10224043605362078,0.9890959914248812,0.09966351973666837,-1.0205482226762175,0.13975966860046002,-1.369503033726562
174,frame_000174.jpg,1,0.08310023230056347,-0.10871763461274282,0.9862252605932518,0.09292234760043068,-0.874825862935986,0.1382639952464012,-1.5048345059688961
175,frame_000175.jpg,1,0.1232138775058563,-0.10438391875802296,0.9841040015620338,0.0739029904962113,-0.7429813993387394,0.11347211020667619,-1.6178240664190968
